Date,Open,High,Low,Close,Adj Close,Volume
2009-12-31,30.447144,30.478571,30.080000,30.104286,20.159719,88102700
2010-01-04,30.490000,30.642857,30.340000,30.572857,20.473503,123432400
2010-01-05,30.657143,30.798571,30.464285,30.625713,20.508902,150476200
2010-01-06,30.625713,30.747143,30.107143,30.138571,20.182680,138040000
2010-01-07,30.250000,30.285715,29.864286,30.082857,20.145369,119282800
2010-01-08,30.042856,30.285715,29.865715,30.282858,20.279305,111902700
2010-01-11,30.400000,30.428572,29.778572,30.015715,20.100410,115557400
2010-01-12,29.884285,29.967142,29.488571,29.674286,19.871763,148614900
2010-01-13,29.695715,30.132856,29.157143,30.092857,20.152065,151473000
2010-01-14,30.015715,30.065714,29.860001,29.918571,20.035355,108223500
2010-01-15,30.132856,30.228571,29.410000,29.418571,19.700523,148516900
2010-01-19,29.761429,30.741428,29.605715,30.719999,20.572037,182501900
2010-01-20,30.701429,30.792856,29.928572,30.247143,20.255390,153038200
2010-01-21,30.297142,30.472857,29.601429,29.724285,19.905249,152038600
2010-01-22,29.540001,29.642857,28.165714,28.250000,18.917973,220441900
2010-01-25,28.930000,29.242857,28.598572,29.010000,19.426920,266424900
2010-01-26,29.421429,30.530001,28.940001,29.420000,19.701479,466777500
2010-01-27,29.549999,30.082857,28.504286,29.697144,19.887072,430642100
2010-01-28,29.275715,29.357143,28.385714,28.469999,19.065300,293375600
2010-01-29,28.725714,28.885714,27.178572,27.437143,18.373636,311488100
2010-02-01,27.481428,28.000000,27.328571,27.818571,18.629066,187469100
2010-02-02,27.987143,28.045713,27.625713,27.980000,18.737165,174585600
2010-02-03,27.881428,28.600000,27.774286,28.461428,19.059557,153832000
2010-02-04,28.104286,28.338572,27.367144,27.435715,18.372683,189413000
2010-02-05,27.518572,28.000000,27.264286,27.922857,18.698900,212576700
2010-02-08,27.955715,28.268572,27.714285,27.731428,18.570709,119567700
2010-02-09,28.059999,28.214285,27.821428,28.027143,18.768732,158221700
2010-02-10,27.984285,28.085714,27.751429,27.874287,18.666370,92590400
2010-02-11,27.840000,28.535715,27.722857,28.381428,19.005989,137586400
2010-02-12,28.301428,28.805714,27.928572,28.625713,19.169575,163867200
2010-02-16,28.848572,29.098572,28.788572,29.057142,19.458488,135934400
2010-02-17,29.170000,29.187143,28.694286,28.935715,19.377171,109099200
2010-02-18,28.804285,29.127142,28.702858,28.990000,19.413525,105706300
2010-02-19,28.837143,29.028572,28.730000,28.809999,19.292986,103867400
2010-02-22,28.905714,28.928572,28.455715,28.631428,19.173403,97640900
2010-02-23,28.571428,28.761429,27.958570,28.151428,18.851965,143773700
2010-02-24,28.318571,28.777143,28.262857,28.665714,19.196365,115141600
2010-02-25,28.197144,28.980000,28.127142,28.857143,19.324553,166281500
2010-02-26,28.911428,29.309999,28.857143,29.231428,19.575197,126865200
2010-03-01,29.392857,29.928572,29.350000,29.855715,19.993259,137523400
2010-03-02,29.990000,30.118572,29.677143,29.835714,19.979864,141636600
2010-03-03,29.848572,29.981428,29.705715,29.904285,20.025789,93013200
2010-03-04,29.897142,30.131428,29.804285,30.101429,20.157810,91510300
2010-03-05,30.705715,31.385714,30.661428,31.278572,20.946098,224905100
2010-03-08,31.430000,31.441429,31.178572,31.297142,20.958532,107472400
2010-03-09,31.187143,32.142857,31.127142,31.860001,21.335455,230064800
2010-03-10,31.975714,32.211430,31.885714,32.119999,21.509565,149054500
2010-03-11,31.987143,32.214287,31.902857,32.214287,21.572710,101425100
2010-03-12,32.481430,32.532856,32.250000,32.371429,21.677944,104080900
2010-03-15,32.197144,32.214287,31.464285,31.977142,21.413900,123375700
2010-03-16,32.025715,32.139999,31.787144,32.064285,21.472258,111727000
2010-03-17,32.128571,32.349998,31.895714,32.017143,21.440695,112739200
2010-03-18,32.014286,32.142857,31.801428,32.092857,21.491394,85527400
2010-03-19,32.112858,32.177143,31.604286,31.750000,21.261791,139861400
2010-03-22,31.495714,32.285713,31.450001,32.107143,21.500961,114104900
2010-03-23,32.234287,32.682858,32.014286,32.622856,21.846313,150607800
2010-03-24,32.520000,32.885715,32.501427,32.767143,21.942932,149445100
2010-03-25,32.988571,32.995716,32.321430,32.378571,21.682722,135571100
2010-03-26,32.707142,33.135715,32.650002,32.985714,22.089304,160218800
2010-03-29,33.285713,33.410000,33.088570,33.198570,22.231852,135186100
2010-03-30,33.799999,33.925713,33.464287,33.692856,22.562851,131827500
2010-03-31,33.641430,33.801430,33.494286,33.571430,22.481535,107664900
2010-04-01,33.915714,34.104286,33.250000,33.709999,22.574331,150786300
2010-04-05,33.568573,34.072857,33.538570,34.070000,22.815414,171126900
2010-04-06,34.028572,34.320000,33.857143,34.220001,22.915867,111754300
2010-04-07,34.221428,34.560001,34.094284,34.371429,23.017267,157125500
2010-04-08,34.348572,34.505714,34.005714,34.278572,22.955090,143247300
2010-04-09,34.490002,34.555714,34.351429,34.541428,23.131105,83545700
2010-04-12,34.599998,34.724285,34.544285,34.612858,23.178946,83256600
2010-04-13,34.551430,34.685715,34.444286,34.632858,23.192335,76552700
2010-04-14,35.040001,35.115715,34.867142,35.098572,23.504208,101019100
2010-04-15,35.111427,35.575714,35.072857,35.560001,23.813210,94196200
2010-04-16,35.509998,35.877144,34.935715,35.342857,23.667795,187636400
2010-04-19,35.290001,35.412857,34.538570,35.295715,23.636227,141731100
2010-04-20,35.505714,35.607143,34.708572,34.941429,23.398975,184581600
2010-04-21,36.971428,37.178570,36.532856,37.031429,24.798574,245597800
2010-04-22,36.891430,38.107143,36.599998,38.067142,25.492147,198356200
2010-04-23,38.284286,38.882858,38.142857,38.689999,25.909252,199238900
2010-04-26,38.840000,38.922855,38.312859,38.500000,25.782022,119767200
2010-04-27,38.181427,38.262856,37.217144,37.434284,25.068346,177335900
2010-04-28,37.607143,37.714287,36.630001,37.371429,25.026253,189600600
2010-04-29,37.574287,38.571430,37.430000,38.377144,25.699749,139710200
2010-04-30,38.472858,38.652859,37.285713,37.298573,24.977465,135615900
2010-05-03,37.691429,38.268570,37.554287,38.049999,25.480667,113585500
2010-05-04,37.555714,37.612858,36.678570,36.954285,24.746908,180954900
2010-05-05,36.147144,36.877144,35.532856,36.570000,24.489573,220775800
2010-05-06,36.261429,36.892857,28.464285,35.178570,23.557777,321465200
2010-05-07,34.815716,35.224285,32.172855,33.694286,22.563812,419004600
2010-05-10,35.750000,36.378571,35.504284,36.284286,24.298233,246076600
2010-05-11,35.977142,37.127144,35.785713,36.645714,24.540270,212226700
2010-05-12,37.034286,37.590000,36.957142,37.441429,25.073130,163594900
2010-05-13,37.602856,37.857143,36.628571,36.908573,24.716295,149928100
2010-05-14,36.451427,36.639999,35.642857,36.259998,24.281975,189840700
2010-05-17,36.385715,36.597141,35.387142,36.317142,24.320242,190708700
2010-05-18,36.711430,36.935715,35.751427,36.051430,24.142302,195669600
2010-05-19,35.642857,36.131428,34.978573,35.477142,23.757723,256431700
2010-05-20,34.554287,34.835712,33.744286,33.965714,22.745571,320728800
2010-05-21,33.259998,34.928570,33.049999,34.617142,23.181812,305972800
2010-05-24,35.325714,35.842857,35.180000,35.251427,23.606569,188559700
2010-05-25,34.192856,35.251427,33.880001,35.031429,23.459248,262001600
2010-05-26,35.725716,36.018570,34.821430,34.872856,23.353050,212663500
2010-05-27,35.799999,36.270000,35.587143,36.192856,24.237003,166570600
2010-05-28,37.055714,37.057144,36.192856,36.697144,24.574713,203903700
2010-06-01,37.098572,37.991428,36.994286,37.261429,24.952587,219118200
2010-06-02,37.791428,37.828571,37.189999,37.707142,25.251074,172137000
2010-06-03,37.882858,37.935715,37.201427,37.588570,25.171667,162526700
2010-06-04,36.887142,37.414288,36.375713,36.565716,24.486702,189576100
2010-06-07,36.898571,37.021427,35.792858,35.848572,24.006456,221735500
2010-06-08,36.177143,36.257141,35.092857,35.618572,23.852427,250192600
2010-06-09,35.924286,35.985714,34.641430,34.742859,23.265999,213657500
2010-06-10,34.977142,35.854286,34.599998,35.787144,23.965321,194089000
2010-06-11,35.461430,36.265713,35.338570,36.215714,24.252317,136439800
2010-06-14,36.565716,37.021427,36.287144,36.325714,24.325981,150740100
2010-06-15,36.520000,37.121429,36.500000,37.098572,24.843534,146268500
2010-06-16,37.299999,38.250000,37.232857,38.178570,25.566769,195919500
2010-06-17,38.657143,38.985714,38.500000,38.838570,26.008745,218213800
2010-06-18,38.892857,39.285713,38.774284,39.152859,26.219212,196155400
2010-06-21,39.669998,39.858570,38.389999,38.595715,25.846111,194122600
2010-06-22,38.880001,39.424286,38.785713,39.121429,26.198172,179315500
2010-06-23,39.225716,39.237144,38.271427,38.709999,25.922642,192114300
2010-06-24,38.714287,39.028572,38.299999,38.428570,25.734180,178569300
2010-06-25,38.580002,38.610001,37.972858,38.099998,25.514153,137485600
2010-06-28,38.132858,38.535713,37.788570,38.328571,25.667219,146237000
2010-06-29,37.731430,37.770000,36.328571,36.595715,24.506784,283336200
2010-06-30,36.672855,36.852856,35.715714,35.932858,24.062895,184863000
2010-07-01,36.328571,36.400002,34.745716,35.497143,23.771114,255724000
2010-07-02,35.784286,35.847141,34.742859,35.277142,23.623789,173460700
2010-07-06,35.857143,36.114285,35.165714,35.518570,23.785467,153808900
2010-07-07,35.784286,36.967144,35.678570,36.952858,24.745962,163639000
2010-07-08,37.497143,37.557144,36.412857,36.869999,24.690466,184536100
2010-07-09,36.698570,37.128571,36.451427,37.088570,24.836840,108330600
2010-07-12,36.932858,37.407143,36.408573,36.755714,24.613934,140719600
2010-07-13,36.617142,36.628571,35.204285,35.971428,24.088724,297731000
2010-07-14,35.625713,36.542858,35.571430,36.104286,24.177696,203011900
2010-07-15,35.461430,36.709999,35.328571,35.921429,24.055246,206216500
2010-07-16,36.168571,36.424286,35.487144,35.700001,23.906961,259964600
2010-07-19,35.697144,35.697144,34.228573,35.082859,23.493677,256119500
2010-07-20,34.700001,36.128571,34.287144,35.984287,24.097340,268737700
2010-07-21,37.869999,37.878571,36.285713,36.320000,24.322155,296417800
2010-07-22,36.811428,37.142857,36.472858,37.002857,24.779438,161329700
2010-07-23,36.727142,37.197144,36.611427,37.134285,24.867451,133347200
2010-07-26,37.142857,37.157143,36.815716,37.040001,24.804317,105137900
2010-07-27,37.267143,37.828571,37.185715,37.725716,25.263510,146192900
2010-07-28,37.667141,37.998573,37.178570,37.279999,24.965033,129996300
2010-07-29,37.244286,37.521427,36.585712,36.872856,24.692377,160951700
2010-07-30,36.555714,37.099998,36.414288,36.750000,24.610109,112052500
2010-08-02,37.205715,37.512856,37.088570,37.407143,25.050171,107013900
2010-08-03,37.287144,37.608570,37.060001,37.418571,25.057827,104413400
2010-08-04,37.548573,37.754284,37.187141,37.568573,25.158278,105093800
2010-08-05,37.389999,37.597141,37.221428,37.385715,25.035818,72274300
2010-08-06,37.111427,37.355713,36.804287,37.155716,24.881800,111224400
2010-08-09,37.354286,37.450001,37.081429,37.392857,25.040604,75782000
2010-08-10,37.121429,37.207142,36.792858,37.058571,24.816750,112980000
2010-08-11,36.485714,36.527142,35.687141,35.741428,23.934704,155013600
2010-08-12,35.241428,36.157143,35.160000,35.970001,24.087772,133730100
2010-08-13,35.950001,35.982857,35.584286,35.585712,23.830423,88717300
2010-08-16,35.368572,35.715714,35.231430,35.377144,23.690756,79607500
2010-08-17,35.725716,36.375713,35.599998,35.995716,24.104992,105660100
2010-08-18,36.051430,36.381428,35.939999,36.152859,24.210226,84924000
